Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2022-10-04,27,1590.673550968859,1042.0157609581947,,,,,,,0.5195132487525197,2.493924358307705,0.24724886616623856,1750,,,,,666742,86894
2022-10-05,108,1691.7306300193563,4280.850922664889,1.0,1,38.86025619506836,-94.6887435913086,38.860294342041016,-94.68871307373047,0.6564199906538124,1.9313076678913417,0.2546730798689595,6747,,,,,2870654,
2022-10-06,42,1620.2182808883329,1811.5361268520355,,,,,,,0.9926426975195998,22.18000030517578,0.26027247111002605,2986,,,,,1453672,
2022-10-07,42,1595.04081913577,1622.7866082191467,,,,,,,0.5617700412461369,1.436417459625092,0.2690510547590196,2545,,,,,954791,
2022-10-08,127,1739.3247570129047,4717.7908408641815,,,38.8602409362793,-94.68883514404297,38.860321044921875,-94.68863677978516,0.6692433312338272,2.4734608917237493,0.2537457677696361,7809,,,,,3813709,
2022-10-09,53,1663.060157775053,1966.3063478469849,,,38.835914611816406,-94.68873596191406,38.86030578613281,-94.66942596435547,0.6002874535287027,1.7476481199264526,0.2547735998971343,3045,,,,,2302562,
2022-10-10,106,1838.2694650581736,5446.950743921775,13.0,13,38.95658874511719,-95.23628234863281,38.97159194946289,-95.172119140625,0.7837140404705685,10.59562873840332,0.01010911990120484,7404,,,,,5774253,
2022-10-11,17,1571.0095603031712,703.206738948822,,,,,,,0.6198988516860313,1.6880033860939374,0.2535866199095957,1251,,,,,478624,
2022-10-12,20,1569.9143189560655,914.2644622325897,,,,,,,0.3775073387862273,1.7753468595327413,0.2578055371102235,1566,,,,,456922,
2022-10-13,30,1590.917759897328,1298.260947585106,,,,,,,0.5462888337908266,1.508782391739215,0.26027247111002605,2407,,,,,873097,
2022-10-14,103,1737.8740055105209,4350.959610819817,1.0,1,38.8367805480957,-94.69082641601562,38.83689880371094,-94.69000244140625,0.5707495221269641,1.7723174738768734,0.2507033945552302,6937,,,,,3784964,
2022-10-15,32,1612.1928408213253,1474.0221276643842,1.0,1,38.8359489440918,-94.6688003540039,38.836063385009766,-94.66853332519531,1.2172334143353674,11.449999809265137,0.2602724888496337,2443,,,,,1294651,
2022-10-16,12,1574.9561766839465,630.6778101391477,,,,,,,0.7777695582862904,21.7904052734375,0.262509133506308,1144,,,,,556824,
2022-10-17,13,1582.4704396974328,606.7719387271126,1.0,1,,,,,0.5234376716633219,1.435815173444468,0.28290487918438445,1036,,,,,705715,
2022-10-18,41,1662.0794634223282,1543.2284620771527,1.0,1,,,,,0.6529412644609951,5.293462753295898,0.2503393074550382,2469,,,,,2283131,
2022-10-19,41,1658.9953081780977,1598.56647539022,2.0,2,38.85293197631836,-94.68313598632812,38.853416442871094,-94.68189239501953,0.4950686292876582,1.8553089076063791,0.09523845989755352,2705,,,,,2222018,
2022-10-20,52,1608.9104759769857,2342.7335630179396,,,38.946205139160156,-94.74065399169922,38.946285247802734,-94.74034881591797,0.5371256313174484,1.4732722458582794,0.028577753953922744,4261,,,,,1229615,
2022-10-21,15,1565.345212702392,737.3960007360056,,,,,,,0.4028537580799611,1.640845063039926,0.2602724888496337,1369,,,,,169756,84788
2022-10-22,11,1575.8864363044954,439.4750865492378,,,,,,,0.5084522256476203,1.1779833728331102,0.25188396822585135,791,,,,,575256,
2022-10-23,20,1561.5546419634777,982.3047600403531,,,38.835933685302734,-94.6697006225586,38.83598709106445,-94.66956329345703,0.44224718579398414,1.3257285547299986,0.30338018968956604,1572,,,,,291280,
2022-10-24,23,1587.462960328595,877.0820419585423,,,,,,,0.37117515840450416,1.1223123383870395,0.2602724888496337,1704,,,,,804640,
2022-10-25,18,1579.4829236339451,808.0350258377202,,,,,,,0.5490874804668494,1.2800388762957642,0.25545323082067156,1397,,,,,646519,
2022-10-26,25,1597.5762762040652,1138.5229066267768,,,,,,,0.49088234645826784,1.9587408238876796,0.2602724888496337,1909,,,,,1001626,
2022-10-27,39,1686.7192209092996,1810.298029317755,,,38.946022033691406,-94.74067687988281,38.946266174316406,-94.7403335571289,0.5521785104262606,1.5598541805473296,0.24679661907531888,3115,,,,,2771356,
2022-10-28,26,1620.6895488309806,1151.016717603785,,,,,,,0.5639064433954547,1.2487977916671642,0.2602724888496337,2095,,,,,1463010,
2022-10-29,6,1567.619690615093,403.4148861473775,2.0,2,,,,,0.33623719618330433,1.9493685823387903,0.25089566684896686,594,,,,,411455,
2022-10-30,86,1697.6807149230592,3917.567528388235,3.0,3,38.83588409423828,-94.6697998046875,38.8360595703125,-94.66964721679688,0.5218141359040888,1.5631087432477282,0.25335079078657996,6220,,,,,2988554,
2022-10-31,14,1580.0482992917591,604.9286106269946,,,,,,,0.5322618762461921,0.9110791751104899,0.2602724888496337,1051,,,,,657722,
2022-11-01,30,1605.974846271481,1180.0671658104172,,,,,,,0.6749593430962253,1.666887175154328,0.2602724888496337,2141,,,,,1082601,38310
2022-11-02,16,1608.550247668096,741.2694820679544,,,,,,,0.5488492733476542,1.0448408450190447,0.2602724888496337,1404,,,,,1222474,
2022-11-03,26,1610.4615618735147,1201.5258828440662,,,,,,,0.724463637218062,20.386585235595703,0.25327800441070447,2026,,,,,1260347,
2022-11-04,15,1606.611940612545,775.5157234966953,,,,,,,0.4127736791913326,1.2633047253949574,0.2490826575326613,1259,,,,,1184068,
2022-11-05,5,1562.6905292542883,179.3903771638256,,,,,,,0.30803328345037756,1.3749239344852986,0.2602724888496337,287,,,,,313786,
2022-11-06,,1611.306635538737,35.015797330764144,,,,,,,0.6762034469423965,1.046869624365658,0.30553726951913524,136,,,,,,
2022-11-07,25,1604.792124331259,950.3922431314691,,,,,,,0.4883983414254218,1.3404946981237527,0.2500686003085066,1537,,,,,1148009,
2022-11-08,6,1560.7728756714973,252.57747613581847,,,,,,,0.49675853978591755,0.8156425141340559,0.3394858202579134,522,,,,,275789,
2022-11-09,11,1574.901317942696,406.22241723132714,,,,,,,0.8748191581415999,1.519551690557772,0.33948583019029777,666,,,,,555737,
2022-11-10,23,1583.342863175933,1077.1318042144646,,,,,,,0.5095437995321406,1.423649497048511,0.2602724888496337,1853,,,,,723003,
2022-11-11,53,1667.8109275283744,2508.3436204504696,1.0,1,,,,,0.5304173637858732,3.2832517623901367,0.2527354769736872,4452,,,,,2396697,
2022-11-12,8,1556.8693647524738,281.46139295979566,,,,,,,0.5883765354931993,1.389038539336408,0.33948583329416804,464,,,,,198444,
2022-11-13,5,1567.7540364929303,248.59050119162117,,,,,,,0.684186365087976,1.176447752215989,0.33730804593687497,491,,,,,414117,
2022-11-14,25,1570.4241481979348,1263.8257630448952,,,,,,,0.4338095471572123,1.5465607639943755,0.2565160291010153,2042,,,,,467024,
2022-11-15,31,1637.9843806162735,1481.0226084498772,,,,,,,0.48011078004862223,1.315101283385099,0.2582891670539103,2518,,,,,1805699,
2022-11-16,7,1557.8550870126207,440.2673784823197,,,,,,,0.4402273912901797,1.2065314942307173,0.2602724888496337,818,,,,,217974,
2022-11-17,30,1613.6250955181008,1394.173504049941,,,,,,,0.948961128496432,17.73026466369629,0.2602724888496337,2339,,,,,987127,144842
2022-11-18,19,1556.8303842689684,579.6392169436193,,,,,,,0.6400737346609071,1.2611855844193407,0.26595505415018106,975,,,,,197670,
2022-11-19,37,1643.6350066292243,1430.6934321720314,,,38.83592224121094,-94.6688232421875,38.835975646972656,-94.66846466064453,0.682076402622589,1.6090710163116455,0.29422107435175987,2133,,,,,1917663,
2022-11-20,6,1571.1209097266415,309.456607570476,,,,,,,0.9419775428970512,1.402100855276547,0.33948585097901124,481,,,,,480830,
2022-11-21,14,1564.0692147128725,618.6924925967678,,,,,,,0.35363522534819014,1.5153441791221454,0.2715886840170091,1140,,,,,341104,
2022-11-22,20,1574.8008865764689,810.5241495943176,,,,,,,0.37975456776210786,1.2455652381098115,0.2602724888496337,1436,,,,,553747,
2022-11-23,18,1564.8020104101654,710.2168835845928,,,,,,,0.3740981934330552,1.3144011918213134,0.2715886840170091,1212,,,,,355624,
2022-11-24,73,1760.7782935600294,4803.988013708057,49.0,49,38.84064483642578,-94.75145721435547,38.84803771972656,-94.74478149414062,0.9183342945745705,2.4975054341708014,0.14329065369940425,7001,,,,,4238801,
2022-11-25,30,1591.806188943817,1308.2898707325278,11.0,11,38.86000061035156,-94.69142150878906,38.86054611206055,-94.68865203857422,0.43837823080605093,1.9718686470505724,0.2675709448228347,2422,,,,,890700,
